identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
1068,T2C3SFdragon,T4C3SUdragon,deck1068:1,deck1068:1,1,
1069,T2C3SFdragon,T4C3WEdragon,deck1069:1,deck1069:1,1,
1070,T2C3SFdragon,T5C1WUdragon,deck1070:1,deck1070:1,1,
1071,T2C3SFdragon,T5C1HEdragon,deck1071:1,deck1071:1,1,
1072,T2C3SFdragon,T5C1WDdragon,deck1072:1,deck1072:1,1,
1073,T2C3SFdragon,T5C1SFdragon,deck1073:1,deck1073:1,1,
1074,T2C3SFdragon,T5C1HIdragon,deck1074:1,deck1074:1,1,
1075,T2C3SFdragon,T5C2SEdragon,deck1075:1,deck1075:1,1,
1076,T2C3SFdragon,T5C2HDdragon,deck1076:1,deck1076:1,1,
1077,T2C3SFdragon,T5C2WIdragon,deck1077:1,deck1077:1,1,
1078,T2C3SFdragon,T5C2SUdragon,deck1078:1,deck1078:1,1,
1079,T2C3SFdragon,T5C3HFdragon,deck1079:1,deck1079:1,1,
1080,T2C3SFdragon,T5C3WFdragon,deck1080:1,deck1080:1,1,
1081,T2C3SFdragon,T5C3SDdragon,deck1081:1,deck1081:1,1,
1082,T2C3SFdragon,T5C3HUdragon,deck1082:1,deck1082:1,1,
1083,T2C3SFdragon,T5C3WEdragon,deck1083:1,deck1083:1,1,
1084,T2C3SFdragon,T5C3SIdragon,deck1084:1,deck1084:1,1,
1085,T2C3HIdragon,T2C3WEdragon,deck1085:1,deck1085:1,1,
1086,T2C3HIdragon,T3C1WEdragon,deck1086:1,deck1086:1,1,
1087,T2C3HIdragon,T3C1SFdragon,deck1087:1,deck1087:1,1,
1088,T2C3HIdragon,T3C1HIdragon,deck1088:1,deck1088:1,1,
1089,T2C3HIdragon,T3C1WUdragon,deck1089:1,deck1089:1,1,
1090,T2C3HIdragon,T3C1SIdragon,deck1090:1,deck1090:1,1,
1091,T2C3HIdragon,T3C1HEdragon,deck1091:1,deck1091:1,1,
1092,T2C3HIdragon,T3C2SEdragon,deck1092:1,deck1092:1,1,
1093,T2C3HIdragon,T3C2HUdragon,deck1093:1,deck1093:1,1,
1094,T2C3HIdragon,T3C2WFdragon,deck1094:1,deck1094:1,1,
1095,T2C3HIdragon,T3C3SUdragon,deck1095:1,deck1095:1,1,
1096,T2C3HIdragon,T3C3HFdragon,deck1096:1,deck1096:1,1,
1097,T2C3HIdragon,T3C3WIdragon,deck1097:1,deck1097:1,1,
1098,T2C3HIdragon,T3C3HIdragon,deck1098:1,deck1098:1,1,
1099,T2C3HIdragon,T4C1SFdragon,deck1099:1,deck1099:1,1,
1100,T2C3HIdragon,T4C1HIdragon,deck1100:1,deck1100:1,1,
1101,T2C3HIdragon,T4C1WUdragon,deck1101:1,deck1101:1,1,
1102,T2C3HIdragon,T4C1SDdragon,deck1102:1,deck1102:1,1,
1103,T2C3HIdragon,T4C1HEdragon,deck1103:1,deck1103:1,1,
1104,T2C3HIdragon,T4C1HFdragon,deck1104:1,deck1104:1,1,
1105,T2C3HIdragon,T4C2WIdragon,deck1105:1,deck1105:1,1,
1106,T2C3HIdragon,T4C2SEdragon,deck1106:1,deck1106:1,1,
1107,T2C3HIdragon,T4C2HUdragon,deck1107:1,deck1107:1,1,
1108,T2C3HIdragon,T4C2WDdragon,deck1108:1,deck1108:1,1,
1109,T2C3HIdragon,T4C3SIdragon,deck1109:1,deck1109:1,1,
1110,T2C3HIdragon,T4C3WFdragon,deck1110:1,deck1110:1,1,
1111,T2C3HIdragon,T4C3HDdragon,deck1111:1,deck1111:1,1,
1112,T2C3HIdragon,T4C3SUdragon,deck1112:1,deck1112:1,1,
1113,T2C3HIdragon,T4C3WEdragon,deck1113:1,deck1113:1,1,
1114,T2C3HIdragon,T5C1WUdragon,deck1114:1,deck1114:1,1,
1115,T2C3HIdragon,T5C1HEdragon,deck1115:1,deck1115:1,1,
1116,T2C3HIdragon,T5C1WDdragon,deck1116:1,deck1116:1,1,
1117,T2C3HIdragon,T5C1SFdragon,deck1117:1,deck1117:1,1,
1118,T2C3HIdragon,T5C1HIdragon,deck1118:1,deck1118:1,1,
1119,T2C3HIdragon,T5C2SEdragon,deck1119:1,deck1119:1,1,
1120,T2C3HIdragon,T5C2HDdragon,deck1120:1,deck1120:1,1,
1121,T2C3HIdragon,T5C2WIdragon,deck1121:1,deck1121:1,1,
1122,T2C3HIdragon,T5C2SUdragon,deck1122:1,deck1122:1,1,
1123,T2C3HIdragon,T5C3HFdragon,deck1123:1,deck1123:1,1,
1124,T2C3HIdragon,T5C3WFdragon,deck1124:1,deck1124:1,1,
1125,T2C3HIdragon,T5C3SDdragon,deck1125:1,deck1125:1,1,
1126,T2C3HIdragon,T5C3HUdragon,deck1126:1,deck1126:1,1,
1127,T2C3HIdragon,T5C3WEdragon,deck1127:1,deck1127:1,1,
1128,T2C3HIdragon,T5C3SIdragon,deck1128:1,deck1128:1,1,
1129,T2C3WEdragon,T3C1WEdragon,deck1129:1,deck1129:1,1,
1130,T2C3WEdragon,T3C1SFdragon,deck1130:1,deck1130:1,1,
1131,T2C3WEdragon,T3C1HIdragon,deck1131:1,deck1131:1,1,
1132,T2C3WEdragon,T3C1WUdragon,deck1132:1,deck1132:1,1,
1133,T2C3WEdragon,T3C1SIdragon,deck1133:1,deck1133:1,1,
1134,T2C3WEdragon,T3C1HEdragon,deck1134:1,deck1134:1,1,
1135,T2C3WEdragon,T3C2SEdragon,deck1135:1,deck1135:1,1,
1136,T2C3WEdragon,T3C2HUdragon,deck1136:1,deck1136:1,1,
1137,T2C3WEdragon,T3C2WFdragon,deck1137:1,deck1137:1,1,
1138,T2C3WEdragon,T3C3SUdragon,deck1138:1,deck1138:1,1,
1139,T2C3WEdragon,T3C3HFdragon,deck1139:1,deck1139:1,1,
1140,T2C3WEdragon,T3C3WIdragon,deck1140:1,deck1140:1,1,
1141,T2C3WEdragon,T3C3HIdragon,deck1141:1,deck1141:1,1,
1142,T2C3WEdragon,T4C1SFdragon,deck1142:1,deck1142:1,1,
1143,T2C3WEdragon,T4C1HIdragon,deck1143:1,deck1143:1,1,
1144,T2C3WEdragon,T4C1WUdragon,deck1144:1,deck1144:1,1,
1145,T2C3WEdragon,T4C1SDdragon,deck1145:1,deck1145:1,1,
1146,T2C3WEdragon,T4C1HEdragon,deck1146:1,deck1146:1,1,
1147,T2C3WEdragon,T4C1HFdragon,deck1147:1,deck1147:1,1,
1148,T2C3WEdragon,T4C2WIdragon,deck1148:1,deck1148:1,1,
1149,T2C3WEdragon,T4C2SEdragon,deck1149:1,deck1149:1,1,
1150,T2C3WEdragon,T4C2HUdragon,deck1150:1,deck1150:1,1,
1151,T2C3WEdragon,T4C2WDdragon,deck1151:1,deck1151:1,1,
1152,T2C3WEdragon,T4C3SIdragon,deck1152:1,deck1152:1,1,
1153,T2C3WEdragon,T4C3WFdragon,deck1153:1,deck1153:1,1,
1154,T2C3WEdragon,T4C3HDdragon,deck1154:1,deck1154:1,1,
1155,T2C3WEdragon,T4C3SUdragon,deck1155:1,deck1155:1,1,
1156,T2C3WEdragon,T5C1WUdragon,deck1156:1,deck1156:1,1,
1157,T2C3WEdragon,T5C1HEdragon,deck1157:1,deck1157:1,1,
1158,T2C3WEdragon,T5C1WDdragon,deck1158:1,deck1158:1,1,
1159,T2C3WEdragon,T5C1SFdragon,deck1159:1,deck1159:1,1,
1160,T2C3WEdragon,T5C1HIdragon,deck1160:1,deck1160:1,1,
1161,T2C3WEdragon,T5C2SEdragon,deck1161:1,deck1161:1,1,
1162,T2C3WEdragon,T5C2HDdragon,deck1162:1,deck1162:1,1,
1163,T2C3WEdragon,T5C2WIdragon,deck1163:1,deck1163:1,1,
1164,T2C3WEdragon,T5C2SUdragon,deck1164:1,deck1164:1,1,
1165,T2C3WEdragon,T5C3HFdragon,deck1165:1,deck1165:1,1,
1166,T2C3WEdragon,T5C3WFdragon,deck1166:1,deck1166:1,1,
1167,T2C3WEdragon,T5C3SDdragon,deck1167:1,deck1167:1,1,
1168,T2C3WEdragon,T5C3HUdragon,deck1168:1,deck1168:1,1,
1169,T2C3WEdragon,T5C3WEdragon,deck1169:1,deck1169:1,1,
1170,T2C3WEdragon,T5C3SIdragon,deck1170:1,deck1170:1,1,
1171,T3C1WEdragon,T3C1SFdragon,deck1171:1,deck1171:1,1,
1172,T3C1WEdragon,T3C1HIdragon,deck1172:1,deck1172:1,1,
1173,T3C1WEdragon,T3C1WUdragon,deck1173:1,deck1173:1,1,
1174,T3C1WEdragon,T3C1SIdragon,deck1174:1,deck1174:1,1,
1175,T3C1WEdragon,T3C1HEdragon,deck1175:1,deck1175:1,1,
1176,T3C1WEdragon,T3C2SEdragon,deck1176:1,deck1176:1,1,
1177,T3C1WEdragon,T3C2HUdragon,deck1177:1,deck1177:1,1,
1178,T3C1WEdragon,T3C2WFdragon,deck1178:1,deck1178:1,1,
1179,T3C1WEdragon,T3C3SUdragon,deck1179:1,deck1179:1,1,
1180,T3C1WEdragon,T3C3HFdragon,deck1180:1,deck1180:1,1,
1181,T3C1WEdragon,T3C3WIdragon,deck1181:1,deck1181:1,1,
1182,T3C1WEdragon,T3C3HIdragon,deck1182:1,deck1182:1,1,
1183,T3C1WEdragon,T4C1SFdragon,deck1183:1,deck1183:1,1,
1184,T3C1WEdragon,T4C1HIdragon,deck1184:1,deck1184:1,1,
1185,T3C1WEdragon,T4C1WUdragon,deck1185:1,deck1185:1,1,
1186,T3C1WEdragon,T4C1SDdragon,deck1186:1,deck1186:1,1,
1187,T3C1WEdragon,T4C1HEdragon,deck1187:1,deck1187:1,1,
1188,T3C1WEdragon,T4C1HFdragon,deck1188:1,deck1188:1,1,
1189,T3C1WEdragon,T4C2WIdragon,deck1189:1,deck1189:1,1,
1190,T3C1WEdragon,T4C2SEdragon,deck1190:1,deck1190:1,1,
1191,T3C1WEdragon,T4C2HUdragon,deck1191:1,deck1191:1,1,
1192,T3C1WEdragon,T4C2WDdragon,deck1192:1,deck1192:1,1,
1193,T3C1WEdragon,T4C3SIdragon,deck1193:1,deck1193:1,1,
1194,T3C1WEdragon,T4C3WFdragon,deck1194:1,deck1194:1,1,
1195,T3C1WEdragon,T4C3HDdragon,deck1195:1,deck1195:1,1,
1196,T3C1WEdragon,T4C3SUdragon,deck1196:1,deck1196:1,1,
1197,T3C1WEdragon,T5C1WUdragon,deck1197:1,deck1197:1,1,
1198,T3C1WEdragon,T5C1HEdragon,deck1198:1,deck1198:1,1,
1199,T3C1WEdragon,T5C1WDdragon,deck1199:1,deck1199:1,1,
1200,T3C1WEdragon,T5C1SFdragon,deck1200:1,deck1200:1,1,
1201,T3C1WEdragon,T5C1HIdragon,deck1201:1,deck1201:1,1,
1202,T3C1WEdragon,T5C2SEdragon,deck1202:1,deck1202:1,1,
1203,T3C1WEdragon,T5C2HDdragon,deck1203:1,deck1203:1,1,
1204,T3C1WEdragon,T5C2WIdragon,deck1204:1,deck1204:1,1,
1205,T3C1WEdragon,T5C2SUdragon,deck1205:1,deck1205:1,1,
1206,T3C1WEdragon,T5C3HFdragon,deck1206:1,deck1206:1,1,
1207,T3C1WEdragon,T5C3WFdragon,deck1207:1,deck1207:1,1,
1208,T3C1WEdragon,T5C3SDdragon,deck1208:1,deck1208:1,1,
1209,T3C1WEdragon,T5C3HUdragon,deck1209:1,deck1209:1,1,
1210,T3C1WEdragon,T5C3WEdragon,deck1210:1,deck1210:1,1,
1211,T3C1WEdragon,T5C3SIdragon,deck1211:1,deck1211:1,1,
1212,T3C1SFdragon,T3C1HIdragon,deck1212:1,deck1212:1,1,
1213,T3C1SFdragon,T3C1WUdragon,deck1213:1,deck1213:1,1,
1214,T3C1SFdragon,T3C1SIdragon,deck1214:1,deck1214:1,1,
1215,T3C1SFdragon,T3C1HEdragon,deck1215:1,deck1215:1,1,
1216,T3C1SFdragon,T3C2SEdragon,deck1216:1,deck1216:1,1,
1217,T3C1SFdragon,T3C2HUdragon,deck1217:1,deck1217:1,1,
1218,T3C1SFdragon,T3C2WFdragon,deck1218:1,deck1218:1,1,
1219,T3C1SFdragon,T3C3SUdragon,deck1219:1,deck1219:1,1,
1220,T3C1SFdragon,T3C3HFdragon,deck1220:1,deck1220:1,1,
1221,T3C1SFdragon,T3C3WIdragon,deck1221:1,deck1221:1,1,
1222,T3C1SFdragon,T3C3HIdragon,deck1222:1,deck1222:1,1,
1223,T3C1SFdragon,T4C1SFdragon,deck1223:1,deck1223:1,1,
1224,T3C1SFdragon,T4C1HIdragon,deck1224:1,deck1224:1,1,
1225,T3C1SFdragon,T4C1WUdragon,deck1225:1,deck1225:1,1,
1226,T3C1SFdragon,T4C1SDdragon,deck1226:1,deck1226:1,1,
1227,T3C1SFdragon,T4C1HEdragon,deck1227:1,deck1227:1,1,
1228,T3C1SFdragon,T4C1HFdragon,deck1228:1,deck1228:1,1,
1229,T3C1SFdragon,T4C2WIdragon,deck1229:1,deck1229:1,1,
1230,T3C1SFdragon,T4C2SEdragon,deck1230:1,deck1230:1,1,
1231,T3C1SFdragon,T4C2HUdragon,deck1231:1,deck1231:1,1,
1232,T3C1SFdragon,T4C2WDdragon,deck1232:1,deck1232:1,1,
1233,T3C1SFdragon,T4C3SIdragon,deck1233:1,deck1233:1,1,
1234,T3C1SFdragon,T4C3WFdragon,deck1234:1,deck1234:1,1,
1235,T3C1SFdragon,T4C3HDdragon,deck1235:1,deck1235:1,1,
1236,T3C1SFdragon,T4C3SUdragon,deck1236:1,deck1236:1,1,
1237,T3C1SFdragon,T4C3WEdragon,deck1237:1,deck1237:1,1,
1238,T3C1SFdragon,T5C1WUdragon,deck1238:1,deck1238:1,1,
1239,T3C1SFdragon,T5C1HEdragon,deck1239:1,deck1239:1,1,
1240,T3C1SFdragon,T5C1WDdragon,deck1240:1,deck1240:1,1,
1241,T3C1SFdragon,T5C1SFdragon,deck1241:1,deck1241:1,1,
1242,T3C1SFdragon,T5C1HIdragon,deck1242:1,deck1242:1,1,
1243,T3C1SFdragon,T5C2SEdragon,deck1243:1,deck1243:1,1,
1244,T3C1SFdragon,T5C2HDdragon,deck1244:1,deck1244:1,1,
1245,T3C1SFdragon,T5C2WIdragon,deck1245:1,deck1245:1,1,
1246,T3C1SFdragon,T5C2SUdragon,deck1246:1,deck1246:1,1,
1247,T3C1SFdragon,T5C3HFdragon,deck1247:1,deck1247:1,1,
1248,T3C1SFdragon,T5C3WFdragon,deck1248:1,deck1248:1,1,
1249,T3C1SFdragon,T5C3SDdragon,deck1249:1,deck1249:1,1,
1250,T3C1SFdragon,T5C3HUdragon,deck1250:1,deck1250:1,1,
1251,T3C1SFdragon,T5C3WEdragon,deck1251:1,deck1251:1,1,
1252,T3C1SFdragon,T5C3SIdragon,deck1252:1,deck1252:1,1,
1253,T3C1HIdragon,T3C1WUdragon,deck1253:1,deck1253:1,1,
1254,T3C1HIdragon,T3C1SIdragon,deck1254:1,deck1254:1,1,
1255,T3C1HIdragon,T3C1HEdragon,deck1255:1,deck1255:1,1,
1256,T3C1HIdragon,T3C2SEdragon,deck1256:1,deck1256:1,1,
1257,T3C1HIdragon,T3C2HUdragon,deck1257:1,deck1257:1,1,
1258,T3C1HIdragon,T3C2WFdragon,deck1258:1,deck1258:1,1,
1259,T3C1HIdragon,T3C3SUdragon,deck1259:1,deck1259:1,1,
1260,T3C1HIdragon,T3C3HFdragon,deck1260:1,deck1260:1,1,
1261,T3C1HIdragon,T3C3WIdragon,deck1261:1,deck1261:1,1,
1262,T3C1HIdragon,T3C3HIdragon,deck1262:1,deck1262:1,1,
1263,T3C1HIdragon,T4C1SFdragon,deck1263:1,deck1263:1,1,
1264,T3C1HIdragon,T4C1HIdragon,deck1264:1,deck1264:1,1,
1265,T3C1HIdragon,T4C1WUdragon,deck1265:1,deck1265:1,1,
1266,T3C1HIdragon,T4C1SDdragon,deck1266:1,deck1266:1,1,
1267,T3C1HIdragon,T4C1HEdragon,deck1267:1,deck1267:1,1,
1268,T3C1HIdragon,T4C1HFdragon,deck1268:1,deck1268:1,1,
1269,T3C1HIdragon,T4C2WIdragon,deck1269:1,deck1269:1,1,
1270,T3C1HIdragon,T4C2SEdragon,deck1270:1,deck1270:1,1,
1271,T3C1HIdragon,T4C2HUdragon,deck1271:1,deck1271:1,1,
1272,T3C1HIdragon,T4C2WDdragon,deck1272:1,deck1272:1,1,
1273,T3C1HIdragon,T4C3SIdragon,deck1273:1,deck1273:1,1,
1274,T3C1HIdragon,T4C3WFdragon,deck1274:1,deck1274:1,1,
1275,T3C1HIdragon,T4C3HDdragon,deck1275:1,deck1275:1,1,
1276,T3C1HIdragon,T4C3SUdragon,deck1276:1,deck1276:1,1,
1277,T3C1HIdragon,T4C3WEdragon,deck1277:1,deck1277:1,1,
1278,T3C1HIdragon,T5C1WUdragon,deck1278:1,deck1278:1,1,
1279,T3C1HIdragon,T5C1HEdragon,deck1279:1,deck1279:1,1,
1280,T3C1HIdragon,T5C1WDdragon,deck1280:1,deck1280:1,1,
1281,T3C1HIdragon,T5C1SFdragon,deck1281:1,deck1281:1,1,
1282,T3C1HIdragon,T5C1HIdragon,deck1282:1,deck1282:1,1,
1283,T3C1HIdragon,T5C2SEdragon,deck1283:1,deck1283:1,1,
1284,T3C1HIdragon,T5C2HDdragon,deck1284:1,deck1284:1,1,
1285,T3C1HIdragon,T5C2WIdragon,deck1285:1,deck1285:1,1,
1286,T3C1HIdragon,T5C2SUdragon,deck1286:1,deck1286:1,1,
1287,T3C1HIdragon,T5C3HFdragon,deck1287:1,deck1287:1,1,
1288,T3C1HIdragon,T5C3WFdragon,deck1288:1,deck1288:1,1,
1289,T3C1HIdragon,T5C3SDdragon,deck1289:1,deck1289:1,1,
1290,T3C1HIdragon,T5C3HUdragon,deck1290:1,deck1290:1,1,
1291,T3C1HIdragon,T5C3WEdragon,deck1291:1,deck1291:1,1,
1292,T3C1HIdragon,T5C3SIdragon,deck1292:1,deck1292:1,1,
1293,T3C1WUdragon,T3C1SIdragon,deck1293:1,deck1293:1,1,
1294,T3C1WUdragon,T3C1HEdragon,deck1294:1,deck1294:1,1,
1295,T3C1WUdragon,T3C2SEdragon,deck1295:1,deck1295:1,1,
1296,T3C1WUdragon,T3C2HUdragon,deck1296:1,deck1296:1,1,
1297,T3C1WUdragon,T3C2WFdragon,deck1297:1,deck1297:1,1,
1298,T3C1WUdragon,T3C3SUdragon,deck1298:1,deck1298:1,1,
1299,T3C1WUdragon,T3C3HFdragon,deck1299:1,deck1299:1,1,
1300,T3C1WUdragon,T3C3WIdragon,deck1300:1,deck1300:1,1,
1301,T3C1WUdragon,T3C3HIdragon,deck1301:1,deck1301:1,1,
1302,T3C1WUdragon,T4C1SFdragon,deck1302:1,deck1302:1,1,
1303,T3C1WUdragon,T4C1HIdragon,deck1303:1,deck1303:1,1,
1304,T3C1WUdragon,T4C1WUdragon,deck1304:1,deck1304:1,1,
1305,T3C1WUdragon,T4C1SDdragon,deck1305:1,deck1305:1,1,
1306,T3C1WUdragon,T4C1HEdragon,deck1306:1,deck1306:1,1,
1307,T3C1WUdragon,T4C1HFdragon,deck1307:1,deck1307:1,1,
1308,T3C1WUdragon,T4C2WIdragon,deck1308:1,deck1308:1,1,
1309,T3C1WUdragon,T4C2SEdragon,deck1309:1,deck1309:1,1,
1310,T3C1WUdragon,T4C2HUdragon,deck1310:1,deck1310:1,1,
1311,T3C1WUdragon,T4C2WDdragon,deck1311:1,deck1311:1,1,
1312,T3C1WUdragon,T4C3SIdragon,deck1312:1,deck1312:1,1,
1313,T3C1WUdragon,T4C3WFdragon,deck1313:1,deck1313:1,1,
1314,T3C1WUdragon,T4C3HDdragon,deck1314:1,deck1314:1,1,
1315,T3C1WUdragon,T4C3SUdragon,deck1315:1,deck1315:1,1,
1316,T3C1WUdragon,T4C3WEdragon,deck1316:1,deck1316:1,1,
1317,T3C1WUdragon,T5C1WUdragon,deck1317:1,deck1317:1,1,
1318,T3C1WUdragon,T5C1HEdragon,deck1318:1,deck1318:1,1,
1319,T3C1WUdragon,T5C1WDdragon,deck1319:1,deck1319:1,1,
1320,T3C1WUdragon,T5C1SFdragon,deck1320:1,deck1320:1,1,
1321,T3C1WUdragon,T5C1HIdragon,deck1321:1,deck1321:1,1,
1322,T3C1WUdragon,T5C2SEdragon,deck1322:1,deck1322:1,1,
1323,T3C1WUdragon,T5C2HDdragon,deck1323:1,deck1323:1,1,
1324,T3C1WUdragon,T5C2WIdragon,deck1324:1,deck1324:1,1,
1325,T3C1WUdragon,T5C2SUdragon,deck1325:1,deck1325:1,1,
1326,T3C1WUdragon,T5C3HFdragon,deck1326:1,deck1326:1,1,
1327,T3C1WUdragon,T5C3WFdragon,deck1327:1,deck1327:1,1,
1328,T3C1WUdragon,T5C3SDdragon,deck1328:1,deck1328:1,1,
1329,T3C1WUdragon,T5C3HUdragon,deck1329:1,deck1329:1,1,
1330,T3C1WUdragon,T5C3WEdragon,deck1330:1,deck1330:1,1,
1331,T3C1WUdragon,T5C3SIdragon,deck1331:1,deck1331:1,1,
1332,T3C1SIdragon,T3C1HEdragon,deck1332:1,deck1332:1,1,
1333,T3C1SIdragon,T3C2SEdragon,deck1333:1,deck1333:1,1,
1334,T3C1SIdragon,T3C2HUdragon,deck1334:1,deck1334:1,1,
1335,T3C1SIdragon,T3C2WFdragon,deck1335:1,deck1335:1,1,
1336,T3C1SIdragon,T3C3SUdragon,deck1336:1,deck1336:1,1,
1337,T3C1SIdragon,T3C3HFdragon,deck1337:1,deck1337:1,1,
1338,T3C1SIdragon,T3C3WIdragon,deck1338:1,deck1338:1,1,
1339,T3C1SIdragon,T3C3HIdragon,deck1339:1,deck1339:1,1,
1340,T3C1SIdragon,T4C1SFdragon,deck1340:1,deck1340:1,1,
1341,T3C1SIdragon,T4C1HIdragon,deck1341:1,deck1341:1,1,
1342,T3C1SIdragon,T4C1WUdragon,deck1342:1,deck1342:1,1,
1343,T3C1SIdragon,T4C1SDdragon,deck1343:1,deck1343:1,1,
1344,T3C1SIdragon,T4C1HEdragon,deck1344:1,deck1344:1,1,
1345,T3C1SIdragon,T4C1HFdragon,deck1345:1,deck1345:1,1,
1346,T3C1SIdragon,T4C2WIdragon,deck1346:1,deck1346:1,1,
1347,T3C1SIdragon,T4C2SEdragon,deck1347:1,deck1347:1,1,
1348,T3C1SIdragon,T4C2HUdragon,deck1348:1,deck1348:1,1,
1349,T3C1SIdragon,T4C2WDdragon,deck1349:1,deck1349:1,1,
1350,T3C1SIdragon,T4C3WFdragon,deck1350:1,deck1350:1,1,
1351,T3C1SIdragon,T4C3HDdragon,deck1351:1,deck1351:1,1,
1352,T3C1SIdragon,T4C3SUdragon,deck1352:1,deck1352:1,1,
1353,T3C1SIdragon,T4C3WEdragon,deck1353:1,deck1353:1,1,
1354,T3C1SIdragon,T5C1WUdragon,deck1354:1,deck1354:1,1,
1355,T3C1SIdragon,T5C1HEdragon,deck1355:1,deck1355:1,1,
1356,T3C1SIdragon,T5C1WDdragon,deck1356:1,deck1356:1,1,
1357,T3C1SIdragon,T5C1SFdragon,deck1357:1,deck1357:1,1,
1358,T3C1SIdragon,T5C1HIdragon,deck1358:1,deck1358:1,1,
1359,T3C1SIdragon,T5C2SEdragon,deck1359:1,deck1359:1,1,
1360,T3C1SIdragon,T5C2HDdragon,deck1360:1,deck1360:1,1,
1361,T3C1SIdragon,T5C2WIdragon,deck1361:1,deck1361:1,1,
1362,T3C1SIdragon,T5C2SUdragon,deck1362:1,deck1362:1,1,
1363,T3C1SIdragon,T5C3HFdragon,deck1363:1,deck1363:1,1,
1364,T3C1SIdragon,T5C3WFdragon,deck1364:1,deck1364:1,1,
1365,T3C1SIdragon,T5C3SDdragon,deck1365:1,deck1365:1,1,
1366,T3C1SIdragon,T5C3HUdragon,deck1366:1,deck1366:1,1,
1367,T3C1SIdragon,T5C3WEdragon,deck1367:1,deck1367:1,1,
1368,T3C1SIdragon,T5C3SIdragon,deck1368:1,deck1368:1,1,
1369,T3C1HEdragon,T3C2SEdragon,deck1369:1,deck1369:1,1,
1370,T3C1HEdragon,T3C2HUdragon,deck1370:1,deck1370:1,1,
1371,T3C1HEdragon,T3C2WFdragon,deck1371:1,deck1371:1,1,
1372,T3C1HEdragon,T3C3SUdragon,deck1372:1,deck1372:1,1,
1373,T3C1HEdragon,T3C3HFdragon,deck1373:1,deck1373:1,1,
1374,T3C1HEdragon,T3C3WIdragon,deck1374:1,deck1374:1,1,
1375,T3C1HEdragon,T3C3HIdragon,deck1375:1,deck1375:1,1,
1376,T3C1HEdragon,T4C1SFdragon,deck1376:1,deck1376:1,1,
1377,T3C1HEdragon,T4C1HIdragon,deck1377:1,deck1377:1,1,
1378,T3C1HEdragon,T4C1WUdragon,deck1378:1,deck1378:1,1,
1379,T3C1HEdragon,T4C1SDdragon,deck1379:1,deck1379:1,1,
1380,T3C1HEdragon,T4C1HEdragon,deck1380:1,deck1380:1,1,
1381,T3C1HEdragon,T4C1HFdragon,deck1381:1,deck1381:1,1,
1382,T3C1HEdragon,T4C2WIdragon,deck1382:1,deck1382:1,1,
1383,T3C1HEdragon,T4C2SEdragon,deck1383:1,deck1383:1,1,
1384,T3C1HEdragon,T4C2HUdragon,deck1384:1,deck1384:1,1,
1385,T3C1HEdragon,T4C2WDdragon,deck1385:1,deck1385:1,1,
1386,T3C1HEdragon,T4C3SIdragon,deck1386:1,deck1386:1,1,
1387,T3C1HEdragon,T4C3WFdragon,deck1387:1,deck1387:1,1,
1388,T3C1HEdragon,T4C3HDdragon,deck1388:1,deck1388:1,1,
1389,T3C1HEdragon,T4C3SUdragon,deck1389:1,deck1389:1,1,
1390,T3C1HEdragon,T4C3WEdragon,deck1390:1,deck1390:1,1,
1391,T3C1HEdragon,T5C1WUdragon,deck1391:1,deck1391:1,1,
1392,T3C1HEdragon,T5C1HEdragon,deck1392:1,deck1392:1,1,
1393,T3C1HEdragon,T5C1WDdragon,deck1393:1,deck1393:1,1,
1394,T3C1HEdragon,T5C1SFdragon,deck1394:1,deck1394:1,1,
1395,T3C1HEdragon,T5C1HIdragon,deck1395:1,deck1395:1,1,
1396,T3C1HEdragon,T5C2SEdragon,deck1396:1,deck1396:1,1,
1397,T3C1HEdragon,T5C2HDdragon,deck1397:1,deck1397:1,1,
1398,T3C1HEdragon,T5C2WIdragon,deck1398:1,deck1398:1,1,
1399,T3C1HEdragon,T5C2SUdragon,deck1399:1,deck1399:1,1,
1400,T3C1HEdragon,T5C3HFdragon,deck1400:1,deck1400:1,1,
1401,T3C1HEdragon,T5C3WFdragon,deck1401:1,deck1401:1,1,
1402,T3C1HEdragon,T5C3SDdragon,deck1402:1,deck1402:1,1,
1403,T3C1HEdragon,T5C3HUdragon,deck1403:1,deck1403:1,1,
1404,T3C1HEdragon,T5C3WEdragon,deck1404:1,deck1404:1,1,
1405,T3C1HEdragon,T5C3SIdragon,deck1405:1,deck1405:1,1,
1406,T3C2SEdragon,T3C2HUdragon,deck1406:1,deck1406:1,1,
1407,T3C2SEdragon,T3C2WFdragon,deck1407:1,deck1407:1,1,
1408,T3C2SEdragon,T3C3SUdragon,deck1408:1,deck1408:1,1,
1409,T3C2SEdragon,T3C3HFdragon,deck1409:1,deck1409:1,1,
1410,T3C2SEdragon,T3C3WIdragon,deck1410:1,deck1410:1,1,
1411,T3C2SEdragon,T3C3HIdragon,deck1411:1,deck1411:1,1,
1412,T3C2SEdragon,T4C1SFdragon,deck1412:1,deck1412:1,1,
1413,T3C2SEdragon,T4C1HIdragon,deck1413:1,deck1413:1,1,
1414,T3C2SEdragon,T4C1WUdragon,deck1414:1,deck1414:1,1,
1415,T3C2SEdragon,T4C1SDdragon,deck1415:1,deck1415:1,1,
